farmer_id,full_name,phone,email,address,municipality,ward,monthly_income,land_size_bigha,previous_grants,crop_yield,current_crops,education_level,family_size,age,farming_experience_years,credit_score,market_distance_km,has_irrigation,uses_modern_technology,social_category,has_disability,priority_score,application_status,registration_date,last_updated
FARMER_100,Durga Poudel,9867226329,durga982@gmail.com,"Ward 4, ललितपुर नगरपालिका",ललितपुर नगरपालिका,4,47216,1.42,5,average,"धान, भन्टा",secondary,3,42,25,364,14.65,True,False,janajati,True,5.67,pending,2025-01-07,2025-08-26
FARMER_101,Parvati Shakya,9875697427,parvati541@gmail.com,"Ward 6, बनेपा नगरपालिका",बनेपा नगरपालिका,6,27735,9.09,3,low,"फर्सी, टमाटर",none,2,68,5,620,3.39,False,True,dalit,False,3.83,pending,2024-09-08,2025-08-25
FARMER_102,Sunita Khadka,9866135102,sunita611@gmail.com,"Ward 10, इटहरी नगरपालिका",इटहरी नगरपालिका,10,28863,1.39,1,average,गहुँ,higher_secondary,8,53,20,354,21.71,True,False,dalit,True,7.33,approved,2025-02-14,2025-08-12
FARMER_103,Sunita Maharjan,9876433728,sunita419@gmail.com,"Ward 8, बनेपा नगरपालिका",बनेपा नगरपालिका,8,11809,2.06,1,high,"आलु, गहुँ, करेला",bachelor,6,56,18,823,3.27,True,False,other,False,7.17,approved,2024-11-25,2025-08-03
FARMER_104,Rekha Tamang,9869239219,rekha560@gmail.com,"Ward 7, धरान नगरपालिका",धरान नगरपालिका,7,6677,2.7,0,high,"टमाटर, भन्टा, प्याज",none,7,52,6,442,19.73,True,True,other,False,8.33,approved,2024-11-30,2025-08-21
FARMER_105,Mohan Poudel,9832599227,mohan332@gmail.com,"Ward 5, पनौती नगरपालिका",पनौती नगरपालिका,5,52521,3.36,1,low,भन्टा,secondary,3,34,23,629,20.8,False,False,dalit,False,5.0,pending,2024-10-12,2025-08-16
FARMER_106,Saraswati Basnet,9820135622,saraswati649@gmail.com,"Ward 7, मेचीनगर नगरपालिका",मेचीनगर नगरपालिका,7,24117,4.11,2,average,"खुर्सानी, भन्टा, प्याज",primary,8,59,13,523,24.22,True,False,janajati,False,5.33,pending,2025-04-06,2025-08-19
FARMER_107,Rajesh Acharya,9827528063,rajesh580@gmail.com,"Ward 13, ललितपुर नगरपालिका",ललितपुर नगरपालिका,13,10631,1.38,1,low,"जौ, भन्टा",secondary,7,44,6,580,2.79,False,False,general,False,6.83,pending,2024-09-23,2025-08-01
FARMER_108,Kumari Limbu,9816950770,kumari406@gmail.com,"Ward 5, बनेपा नगरपालिका",बनेपा नगरपालिका,5,8836,1.49,3,average,धान,higher_secondary,8,32,28,732,17.5,False,True,dalit,False,7.0,pending,2025-07-15,2025-08-06
FARMER_109,Suresh Magar,9823851475,suresh321@gmail.com,"Ward 15, बिरेन्द्रनगर नगरपालिका",बिरेन्द्रनगर नगरपालिका,15,9902,4.5,2,low,बन्दाकोबी,higher_secondary,7,38,21,455,23.04,False,True,general,True,5.67,pending,2025-06-19,2025-08-05
FARMER_110,Hari Acharya,9861543890,hari360@gmail.com,"Ward 6, पोखरा नगरपालिका",पोखरा नगरपालिका,6,53152,7.64,4,high,"फर्सी, आलु, जौ",none,6,57,7,701,7.74,True,True,madhesi,False,4.67,pending,2025-07-03,2025-08-22
FARMER_111,Prakash Maharjan,9889715904,prakash73@gmail.com,"Ward 15, भक्तपुर नगरपालिका",भक्तपुर नगरपालिका,15,5197,6.58,1,high,टमाटर,primary,2,41,7,340,23.1,False,False,other,False,6.5,pending,2025-01-25,2025-08-07
FARMER_112,Saraswati Gurung,9895971459,saraswati550@gmail.com,"Ward 10, भक्तपुर नगरपालिका",भक्तपुर नगरपालिका,10,24093,0.61,1,low,"करेला, लौका, खुर्सानी",primary,4,69,14,544,1.92,True,False,general,False,6.0,pending,2024-10-20,2025-08-10
FARMER_113,Sita Pandey,9899399687,sita760@gmail.com,"Ward 12, बनेपा नगरपालिका",बनेपा नगरपालिका,12,35831,2.02,0,average,भन्टा,higher_secondary,7,32,25,330,8.71,False,False,other,True,7.0,pending,2025-04-17,2025-08-07
FARMER_114,Anita Maharjan,9820344164,anita509@gmail.com,"Ward 9, ललितपुर नगरपालिका",ललितपुर नगरपालिका,9,67743,8.66,0,high,लौका,primary,3,27,16,672,9.88,True,True,general,False,5.5,pending,2025-05-07,2025-08-19
FARMER_115,Bishnu Rana,9852940967,bishnu278@gmail.com,"Ward 10, मेचीनगर नगरपालिका",मेचीनगर नगरपालिका,10,67902,1.76,0,average,"करेला, लौका",higher_secondary,4,30,18,767,0.7,True,False,other,False,6.33,pending,2024-10-15,2025-08-22
FARMER_116,Maya Adhikari,9889415412,maya996@gmail.com,"Ward 13, ललितपुर नगरपालिका",ललितपुर नगरपालिका,13,8201,2.82,1,high,"लसुन, लौका, भन्टा",higher_secondary,2,38,17,543,10.79,True,True,janajati,True,6.83,pending,2025-08-07,2025-07-31
FARMER_117,Bishnu Malla,9879760901,bishnu423@gmail.com,"Ward 15, पनौती नगरपालिका",पनौती नगरपालिका,15,40565,0.63,1,low,जौ,higher_secondary,4,45,30,702,17.67,False,False,madhesi,False,5.67,pending,2025-05-02,2025-08-27
FARMER_118,Radha Rai,9888478184,radha112@gmail.com,"Ward 2, इटहरी नगरपालिका",इटहरी नगरपालिका,2,29732,1.07,1,average,"लौका, मकै",primary,3,68,10,341,5.77,False,True,general,True,6.33,pending,2025-02-28,2025-08-17
FARMER_119,Sunita Tamang,9850109721,sunita267@gmail.com,"Ward 1, इटहरी नगरपालिका",इटहरी नगरपालिका,1,71435,1.27,0,high,गहुँ,secondary,8,50,12,386,14.77,False,True,general,True,7.5,approved,2025-05-20,2025-08-01
FARMER_120,Kumari Basnet,9827286109,kumari95@gmail.com,"Ward 2, बिरेन्द्रनगर नगरपालिका",बिरेन्द्रनगर नगरपालिका,2,5699,2.87,1,low,"गहुँ, प्याज",secondary,3,42,9,756,22.14,True,True,janajati,False,5.67,pending,2025-01-31,2025-08-01
FARMER_121,Rajesh Dahal,9818184472,rajesh90@gmail.com,"Ward 7, बिराटनगर नगरपालिका",बिराटनगर नगरपालिका,7,48072,7.82,1,average,"काउली, करेला",bachelor,4,61,17,629,10.02,True,True,janajati,True,5.0,pending,2025-08-14,2025-08-01
FARMER_122,Suresh Tuladhar,9847706144,suresh60@gmail.com,"Ward 9, ललितपुर नगरपालिका",ललितपुर नगरपालिका,9,10856,5.67,0,low,"प्याज, लौका",secondary,3,40,19,625,20.25,False,True,janajati,True,6.17,pending,2024-11-14,2025-08-23
FARMER_123,Puja Manandhar,9876065552,puja556@gmail.com,"Ward 3, बिराटनगर नगरपालिका",बिराटनगर नगरपालिका,3,13035,0.83,4,low,प्याज,secondary,8,45,2,322,4.12,True,True,other,False,6.5,pending,2025-07-23,2025-08-18
FARMER_124,Sabina Shakya,9863095937,sabina601@gmail.com,"Ward 6, मेचीनगर नगरपालिका",मेचीनगर नगरपालिका,6,9944,2.87,0,low,"भन्टा, टमाटर, करेला",higher_secondary,3,67,19,479,9.77,False,True,dalit,True,7.17,approved,2024-09-04,2025-08-11
FARMER_125,Saraswati Malla,9886166246,saraswati34@gmail.com,"Ward 10, इटहरी नगरपालिका",इटहरी नगरपालिका,10,76920,0.65,1,average,खुर्सानी,primary,8,70,22,643,11.44,False,True,dalit,True,6.67,pending,2025-03-03,2025-08-21
FARMER_126,Suresh Magar,9810171954,suresh50@gmail.com,"Ward 8, पोखरा नगरपालिका",पोखरा नगरपालिका,8,20451,2.7,0,average,करेला,primary,4,26,11,567,23.82,True,False,dalit,False,7.17,approved,2025-06-08,2025-08-06
FARMER_127,Gita Poudel,9822496299,gita347@gmail.com,"Ward 10, धुलिखेल नगरपालिका",धुलिखेल नगरपालिका,10,63268,0.73,0,high,"भन्टा, काउली",none,4,67,10,604,6.32,True,False,other,False,7.5,approved,2025-06-12,2025-08-28
FARMER_128,Ganesh Shrestha,9867392300,ganesh90@gmail.com,"Ward 14, बिराटनगर नगरपालिका",बिराटनगर नगरपालिका,14,14833,0.54,0,average,"बन्दाकोबी, फर्सी",higher_secondary,2,66,18,696,5.03,False,False,dalit,False,8.17,approved,2025-08-07,2025-08-21
FARMER_129,Maya Basnet,9845353058,maya232@gmail.com,"Ward 10, बिराटनगर नगरपालिका",बिराटनगर नगरपालिका,10,6009,7.29,3,high,"लौका, काउली",bachelor,6,68,28,786,14.53,True,False,janajati,True,7.0,pending,2025-02-08,2025-08-01
FARMER_130,Narayan Bajracharya,9814661179,narayan515@gmail.com,"Ward 15, धुलिखेल नगरपालिका",धुलिखेल नगरपालिका,15,79403,0.71,0,high,लसुन,primary,7,52,7,451,20.94,False,False,general,True,8.0,approved,2025-02-12,2025-08-12
FARMER_131,Saraswati Poudel,9853771998,saraswati878@gmail.com,"Ward 9, बिराटनगर नगरपालिका",बिराटनगर नगरपालिका,9,75833,1.23,0,low,करेला,higher_secondary,8,59,29,652,22.01,False,False,madhesi,False,7.0,pending,2025-08-10,2025-08-24
FARMER_132,Parvati Khadka,9829307578,parvati634@gmail.com,"Ward 11, धुलिखेल नगरपालिका",धुलिखेल नगरपालिका,11,16271,2.1,0,average,"आलु, फर्सी",bachelor,8,69,22,400,24.33,True,True,janajati,False,7.67,approved,2025-03-18,2025-08-21
FARMER_133,Dinesh Rana,9891198924,dinesh662@gmail.com,"Ward 4, मेचीनगर नगरपालिका",मेचीनगर नगरपालिका,4,61685,1.18,0,average,"काउली, लसुन, गहुँ",none,6,26,6,497,21.94,True,True,dalit,True,7.5,approved,2025-01-08,2025-08-28
FARMER_134,Ramesh Adhikari,9836724061,ramesh281@gmail.com,"Ward 14, बिरेन्द्रनगर नगरपालिका",बिरेन्द्रनगर नगरपालिका,14,61015,3.36,0,average,"काउली, प्याज, लौका",secondary,8,41,24,392,7.48,False,True,dalit,True,6.83,pending,2025-05-08,2025-08-09
FARMER_135,Bishnu Shakya,9837746963,bishnu276@gmail.com,"Ward 7, बनेपा नगरपालिका",बनेपा नगरपालिका,7,13409,1.16,1,average,"भन्टा, खुर्सानी, आलु",bachelor,5,47,15,558,5.85,False,False,other,True,7.33,approved,2025-08-26,2025-08-13
FARMER_136,Bikash Dangol,9860228268,bikash575@gmail.com,"Ward 10, बनेपा नगरपालिका",बनेपा नगरपालिका,10,54561,9.93,1,average,"भन्टा, खुर्सानी, आलु",secondary,3,58,25,546,22.54,False,False,dalit,True,5.0,pending,2024-09-28,2025-08-14
FARMER_137,Shiva Karki,9866178935,shiva415@gmail.com,"Ward 12, पोखरा नगरपालिका",पोखरा नगरपालिका,12,5578,8.15,5,average,"आलु, लौका, गहुँ",none,3,43,4,782,3.63,False,True,janajati,True,5.17,pending,2025-05-08,2025-08-18
FARMER_138,Bishnu Vajracharya,9851216287,bishnu431@gmail.com,"Ward 6, बिरेन्द्रनगर नगरपालिका",बिरेन्द्रनगर नगरपालिका,6,34188,9.21,1,high,"मकै, लौका, खुर्सानी",bachelor,6,44,14,355,21.84,True,True,dalit,False,6.17,pending,2025-02-01,2025-08-11
FARMER_139,Asha Basnet,9829223220,asha324@gmail.com,"Ward 3, पनौती नगरपालिका",पनौती नगरपालिका,3,56800,2.63,0,high,"करेला, गहुँ, बन्दाकोबी",primary,3,64,14,739,10.38,False,False,general,True,6.67,pending,2024-11-29,2025-08-23
FARMER_140,Dinesh Adhikari,9811889398,dinesh914@gmail.com,"Ward 13, बिरेन्द्रनगर नगरपालिका",बिरेन्द्रनगर नगरपालिका,13,36175,3.47,0,high,"काउली, टमाटर",higher_secondary,3,29,27,346,7.81,False,False,other,False,6.83,pending,2025-01-19,2025-08-01
FARMER_141,Bikash Rai,9856000822,bikash924@gmail.com,"Ward 6, ललितपुर नगरपालिका",ललितपुर नगरपालिका,6,8087,4.87,2,low,मकै,higher_secondary,7,66,26,338,9.69,False,True,other,True,5.83,pending,2024-09-25,2025-08-26
FARMER_142,Kumari Dangol,9812649695,kumari50@gmail.com,"Ward 2, पनौती नगरपालिका",पनौती नगरपालिका,2,11828,5.0,1,average,"मकै, खुर्सानी, काउली",higher_secondary,6,63,23,440,10.76,True,True,janajati,True,7.0,pending,2025-07-06,2025-08-14
FARMER_143,Radha Joshi,9836809908,radha797@gmail.com,"Ward 14, बिराटनगर नगरपालिका",बिराटनगर नगरपालिका,14,58457,1.07,1,high,धान,primary,2,61,22,805,4.15,True,True,general,False,5.83,pending,2024-10-04,2025-08-22
FARMER_144,Maya Pandey,9845450260,maya476@gmail.com,"Ward 2, भद्रपुर नगरपालिका",भद्रपुर नगरपालिका,2,16293,1.62,0,high,"खुर्सानी, गहुँ, प्याज",higher_secondary,5,64,9,395,9.63,False,True,general,False,7.83,approved,2025-02-06,2025-08-15
FARMER_145,Parvati Dangol,9861769856,parvati707@gmail.com,"Ward 13, ललितपुर नगरपालिका",ललितपुर नगरपालिका,13,11909,1.47,1,average,"खुर्सानी, बन्दाकोबी, गहुँ",none,5,47,20,329,21.63,True,False,madhesi,True,7.83,approved,2025-01-31,2025-08-15
FARMER_146,Sita Gurung,9845113084,sita671@gmail.com,"Ward 1, बिरेन्द्रनगर नगरपालिका",बिरेन्द्रनगर नगरपालिका,1,13598,6.1,1,low,"जौ, बन्दाकोबी, प्याज",bachelor,3,60,29,355,0.79,True,False,madhesi,True,5.67,pending,2025-07-22,2025-08-05
FARMER_147,Prakash Bhattarai,9842331952,prakash339@gmail.com,"Ward 1, बिराटनगर नगरपालिका",बिराटनगर नगरपालिका,1,71078,3.63,0,average,"प्याज, मकै",bachelor,7,66,1,405,10.38,True,True,general,False,7.0,pending,2024-12-12,2025-08-12
FARMER_148,Radha Maharjan,9871231190,radha974@gmail.com,"Ward 6, बिरेन्द्रनगर नगरपालिका",बिरेन्द्रनगर नगरपालिका,6,22305,6.89,4,average,मकै,secondary,2,46,12,598,13.92,False,True,general,True,4.17,pending,2024-12-20,2025-08-25
FARMER_149,Puja Bajracharya,9864923338,puja110@gmail.com,"Ward 10, बिराटनगर नगरपालिका",बिराटनगर नगरपालिका,10,21146,3.65,1,high,"लौका, खुर्सानी, टमाटर",primary,8,53,15,816,3.8,False,True,other,True,6.17,pending,2024-11-19,2025-07-31
FARMER_150,Buddha Dangol,9888533572,buddha495@gmail.com,"Ward 13, भक्तपुर नगरपालिका",भक्तपुर नगरपालिका,13,46381,7.98,4,average,"टमाटर, भन्टा",secondary,4,50,11,601,11.59,True,True,madhesi,False,4.0,pending,2024-09-04,2025-08-12
